region_id,timestamp,energy_consumption,building_type,population_density,historical_peak
R4,2025-01-01 10:00:00,343.8726829265791,Industrial,6014,469.6555046319793
R1,2025-01-01 11:00:00,316.61396633055557,Industrial,1122,432.01469471056697
R2,2025-01-01 11:00:00,52.675469614519024,Residential,6786,317.83587114945607
R3,2025-01-01 11:00:00,283.28184547518674,Residential,1445,426.27562143661595
R4,2025-01-01 11:00:00,395.0061046351781,Residential,1349,446.98073770099177
R1,2025-01-01 12:00:00,116.87455257821503,Commercial,1111,410.9855285702199
R2,2025-01-01 12:00:00,184.04064073478102,Residential,5077,473.36222055331973
R3,2025-01-01 12:00:00,264.3072239420942,Industrial,5986,320.84148990558316
R4,2025-01-01 12:00:00,378.64397885868334,Industrial,2106,460.4000129517201
R1,2025-01-01 13:00:00,247.25341379832471,Industrial,6917,300.8646640544156
R2,2025-01-01 13:00:00,247.69362113932058,Commercial,5352,351.262186729129
R3,2025-01-01 13:00:00,255.70531843505145,Industrial,5029,498.72306429565236
R4,2025-01-01 13:00:00,348.1649849820809,Commercial,6418,363.4120853908497
R1,2025-01-01 14:00:00,128.46033617336872,Industrial,6961,330.859412289881
R2,2025-01-01 14:00:00,211.70448631204286,Residential,1692,327.8033358546681
R3,2025-01-01 14:00:00,258.44958816993073,Residential,1566,465.42914829016087
R4,2025-01-01 14:00:00,186.3114162784412,Residential,7428,457.0693051657107
R1,2025-01-01 15:00:00,121.92666633346073,Residential,4523,338.265519944263
R2,2025-01-01 15:00:00,75.32248477047726,Residential,7510,440.00706713144353
R3,2025-01-01 15:00:00,171.33559005769467,Industrial,3640,326.08605592656505
R4,2025-01-01 15:00:00,388.86152030407095,Commercial,1499,472.35016449155466
R1,2025-01-01 16:00:00,175.13853071456612,Commercial,4721,376.2738417850156
R2,2025-01-01 16:00:00,348.38838660502114,Industrial,5511,394.8158086745949
R3,2025-01-01 16:00:00,199.96439732857965,Commercial,4094,423.2267001455123
R4,2025-01-01 16:00:00,353.5278678906533,Industrial,2153,341.08830715665516
R1,2025-01-01 17:00:00,329.04093732517464,Industrial,6913,304.4417523377711
R2,2025-01-01 17:00:00,76.59843643860358,Industrial,2457,436.67786711129713
R3,2025-01-01 17:00:00,167.40811901883245,Commercial,4325,318.8702834474632
R4,2025-01-01 17:00:00,181.38676699098136,Residential,6881,338.6859843324984
R1,2025-01-01 18:00:00,354.00283556188145,Commercial,6666,430.05438293031995
R2,2025-01-01 18:00:00,300.9769292450419,Residential,1888,452.56285148887343
R3,2025-01-01 18:00:00,150.4752393778354,Industrial,6886,493.41667685944344
R4,2025-01-01 18:00:00,156.78402165834325,Residential,3170,340.6995407649879
R1,2025-01-01 19:00:00,67.04696428496928,Commercial,3337,333.80029825032693
R2,2025-01-01 19:00:00,147.73082192278,Residential,6560,385.6101780614788
R3,2025-01-01 19:00:00,265.6640588158101,Industrial,1479,461.883261991551
R4,2025-01-01 19:00:00,172.70122565975973,Residential,6250,499.9026015848257
R1,2025-01-01 20:00:00,134.09893133075084,Industrial,4982,457.5474673077824
R2,2025-01-01 20:00:00,139.33119522475727,Commercial,2248,479.7799331513378
R3,2025-01-01 20:00:00,64.64328624743825,Residential,5734,366.90182396804744
R4,2025-01-01 20:00:00,254.77809750325903,Residential,4416,416.01523856482856
R1,2025-01-01 21:00:00,263.80336815141544,Commercial,5205,474.70633572971224
R2,2025-01-01 21:00:00,398.95388316360635,Commercial,4115,470.9222771142107
R3,2025-01-01 21:00:00,261.8411245960151,Commercial,2325,327.8947495266215
R4,2025-01-01 21:00:00,257.2249120441403,Commercial,6794,416.4574686669513
R1,2025-01-01 22:00:00,151.8536187158145,Industrial,2009,327.6610190795195
R2,2025-01-01 22:00:00,270.8618752541324,Industrial,4543,420.6050754501068
R3,2025-01-01 22:00:00,390.07963181327784,Industrial,2191,455.2772758451223
R4,2025-01-01 22:00:00,80.90036780723855,Residential,2262,326.99612556996794
R1,2025-01-01 23:00:00,310.8080473274746,Residential,6289,345.729401582638
R2,2025-01-01 23:00:00,102.41678761697298,Residential,7053,395.3363938466098
R3,2025-01-01 23:00:00,149.2495511368504,Residential,5579,385.706825615201
R4,2025-01-01 23:00:00,261.39853436688844,Commercial,1166,384.65448844566447
R1,2025-01-02 00:00:00,376.8493857452951,Industrial,4989,411.1172662039263
R2,2025-01-02 00:00:00,77.28816123029956,Industrial,4316,365.05486863411454
R3,2025-01-02 00:00:00,199.7297706079659,Residential,5146,392.2348940889952
R4,2025-01-02 00:00:00,374.3224859701489,Residential,2624,391.8342104283399
R1,2025-01-02 01:00:00,294.88960355714914,Commercial,4960,426.655391201811
R2,2025-01-02 01:00:00,282.1674286091466,Commercial,3816,454.5856666713297
R3,2025-01-02 01:00:00,213.94921245318318,Residential,7743,316.58090555596453
R4,2025-01-02 01:00:00,192.66233521514195,Commercial,2123,491.28441476159134
R1,2025-01-02 02:00:00,218.25947054450998,Residential,5804,311.8783896180641
R2,2025-01-02 02:00:00,98.68901457742493,Industrial,1582,313.5648703521553
R3,2025-01-02 02:00:00,202.68791872115844,Residential,4677,444.8223904442847
R4,2025-01-02 02:00:00,159.17633611551366,Commercial,4198,404.79117489244493
R1,2025-01-02 03:00:00,211.2605965307906,Commercial,2779,322.48334491133323
R2,2025-01-02 03:00:00,98.32994476278644,Commercial,7619,457.27849820526774
R3,2025-01-02 03:00:00,51.42121037636139,Residential,2582,429.76806913408666
R4,2025-01-02 03:00:00,140.30107381086563,Commercial,1044,340.8449293252454
R1,2025-01-02 04:00:00,58.36275232097549,Residential,1660,486.05757304843416
R2,2025-01-02 04:00:00,196.32964383723836,Industrial,6730,479.1825675412764
R3,2025-01-02 04:00:00,301.41151560565817,Commercial,4357,409.67913376307456
R4,2025-01-02 04:00:00,122.32764832882357,Residential,4278,400.93700887622856
R1,2025-01-02 05:00:00,132.80550274245633,Commercial,2891,336.0443744567744
R2,2025-01-02 05:00:00,269.5732388216113,Residential,1534,347.73523366258206
R3,2025-01-02 05:00:00,82.37796259868735,Commercial,3246,362.7228132972964
R4,2025-01-02 05:00:00,200.0471703046166,Commercial,6139,355.441493131049
R1,2025-01-02 06:00:00,273.5093400472225,Commercial,4173,488.33995061267024
R2,2025-01-02 06:00:00,75.3338876030276,Commercial,7366,330.0892867797303
R3,2025-01-02 06:00:00,90.52685301452621,Industrial,4698,477.87999098056093
R4,2025-01-02 06:00:00,287.17230518099785,Residential,2516,379.2320736412487
R1,2025-01-02 07:00:00,327.5590241278817,Residential,1014,404.52413462075634
R2,2025-01-02 07:00:00,101.1586504653758,Commercial,5792,491.44176339915464
R3,2025-01-02 07:00:00,134.77398407722114,Commercial,5109,453.0590217985242
R4,2025-01-02 07:00:00,295.2836875335612,Industrial,7608,475.93499911336914
R1,2025-01-02 08:00:00,304.69119263637606,Industrial,6536,320.50449004755603
R2,2025-01-02 08:00:00,320.62393346702913,Commercial,3612,491.68811749420394
R3,2025-01-02 08:00:00,171.57603189971292,Residential,5430,400.5611132345359
R4,2025-01-02 08:00:00,303.2449081578728,Industrial,1436,345.8049360123262
R1,2025-01-02 09:00:00,284.09584328944294,Residential,7361,438.5360550224617
R2,2025-01-02 09:00:00,196.58593221903035,Commercial,2254,487.6357289739111
R3,2025-01-02 09:00:00,102.32814908579567,Commercial,4613,409.3314528369933
R4,2025-01-02 09:00:00,393.344978378512,Commercial,1624,480.0993824071919
R1,2025-01-02 10:00:00,396.13554820921934,Industrial,5899,319.2379079946044
R2,2025-01-02 10:00:00,306.27091638646436,Industrial,4695,429.7330579575535
R3,2025-01-02 10:00:00,70.06572344036462,Commercial,6772,306.20378786886477
R4,2025-01-02 10:00:00,131.3897362665444,Residential,6396,343.678178493394
R1,2025-01-02 11:00:00,203.64525626242695,Industrial,3191,436.68561465424546
R2,2025-01-02 11:00:00,332.78283620511576,Residential,7340,331.68873197358516
R3,2025-01-02 11:00:00,155.81450859758627,Commercial,2402,464.2680168060151
R4,2025-01-02 11:00:00,259.2233716937761,Industrial,4344,496.72183667747737
R1,2025-01-02 12:00:00,296.6327104538061,Industrial,7832,389.9150340604202
R2,2025-01-02 12:00:00,62.38210414147563,Industrial,1310,464.2059991059777
R3,2025-01-02 12:00:00,273.4633143291412,Commercial,1645,491.25083484104596
R4,2025-01-02 12:00:00,78.34510580325784,Commercial,6954,312.8450798254557
R1,2025-01-02 13:00:00,237.18951357661632,Residential,4758,455.7288634061961
R2,2025-01-02 13:00:00,72.04780536755871,Residential,2910,480.3617642115421
R3,2025-01-02 13:00:00,332.9206295808562,Commercial,7093,377.7169187663923
R4,2025-01-02 13:00:00,114.1930019601588,Residential,5307,334.4368662339143
R1,2025-01-02 14:00:00,390.48807736469644,Commercial,4008,341.1649523121879
R2,2025-01-02 14:00:00,261.3646598367445,Industrial,3704,472.09125849440125
R3,2025-01-02 14:00:00,156.24520420224627,Commercial,5267,392.8404000777058
R4,2025-01-02 14:00:00,138.0393632454202,Industrial,4144,381.09069008986756
R1,2025-01-02 15:00:00,325.53034781124524,Commercial,7994,365.43711020872735
R2,2025-01-02 15:00:00,381.785687189752,Commercial,3758,443.6387030205601
R3,2025-01-02 15:00:00,116.08955828546888,Commercial,6399,480.179961360338
R4,2025-01-02 15:00:00,296.52190400542,Commercial,2105,389.57130500147724
R1,2025-01-02 16:00:00,363.46308843121204,Residential,6231,441.09096146440027
R2,2025-01-02 16:00:00,330.00016529832317,Commercial,6247,322.59595058544653
R3,2025-01-02 16:00:00,368.437953736372,Industrial,7379,454.9960218538344
R4,2025-01-02 16:00:00,98.65956429934988,Residential,7077,420.6767078908649
R1,2025-01-02 17:00:00,176.04763376297836,Industrial,2212,406.8810548574777
R2,2025-01-02 17:00:00,151.22847884973294,Industrial,3493,405.3225011154668
R3,2025-01-02 17:00:00,51.62516847928617,Industrial,2986,302.58769328496135
R4,2025-01-02 17:00:00,78.74945774425854,Industrial,5753,453.91699964860527
R1,2025-01-02 18:00:00,333.84699726805553,Industrial,4891,359.96351021535395
R2,2025-01-02 18:00:00,155.64205409581027,Industrial,4254,340.00311788546867
R3,2025-01-02 18:00:00,229.2381338777295,Residential,3870,366.36890528420884
R4,2025-01-02 18:00:00,52.73053940295393,Commercial,4312,408.1802902735524
R1,2025-01-02 19:00:00,277.4336480677299,Residential,1697,330.59864070532257
R2,2025-01-02 19:00:00,346.97287197736523,Commercial,6235,448.39590567937296
R3,2025-01-02 19:00:00,382.01829372623337,Industrial,4377,473.5042940893028
R4,2025-01-02 19:00:00,388.3171341533447,Industrial,3878,436.69051532699916
R1,2025-01-02 20:00:00,298.96519208673544,Residential,4910,436.05265963593763
R2,2025-01-02 20:00:00,175.19449111999546,Residential,2501,482.9081253151255
R3,2025-01-02 20:00:00,163.47586158348835,Industrial,7878,385.71551078346255
R4,2025-01-02 20:00:00,332.9559879106211,Residential,1111,472.63389861534347
R1,2025-01-02 21:00:00,366.4478571457456,Industrial,4527,439.2515657854767
R2,2025-01-02 21:00:00,56.45782821878104,Commercial,3485,354.8689086482648
R3,2025-01-02 21:00:00,378.64877692198957,Industrial,3272,397.5703128023662
R4,2025-01-02 21:00:00,358.2889690084772,Commercial,7022,428.00657638795064
R1,2025-01-02 22:00:00,153.5693581416175,Commercial,1960,397.2364560123648
R2,2025-01-02 22:00:00,170.49328572201097,Industrial,7016,386.46428039403065
R3,2025-01-02 22:00:00,194.16191549919418,Commercial,2029,384.4292026789443
R4,2025-01-02 22:00:00,85.08031441067166,Industrial,2611,449.06078604225803
R1,2025-01-02 23:00:00,76.39558704823258,Residential,6655,359.25152427912644
R2,2025-01-02 23:00:00,356.6876089034344,Residential,1003,438.17643384877863
R3,2025-01-02 23:00:00,144.79921781283127,Industrial,1873,403.05599499515273
R4,2025-01-02 23:00:00,395.3168612590023,Industrial,3971,425.6984654218868
R1,2025-01-03 00:00:00,163.87517010359363,Commercial,4823,405.3502262762704
R2,2025-01-03 00:00:00,385.30255895078875,Industrial,5770,431.68060824709255
R3,2025-01-03 00:00:00,188.34927189692968,Residential,3533,467.053563389581
R4,2025-01-03 00:00:00,152.3544675865559,Residential,3456,414.27303592792634
R1,2025-01-03 01:00:00,147.4825092210886,Commercial,5830,453.8455671444249
R2,2025-01-03 01:00:00,119.94062452078444,Residential,7606,426.28434910197467
R3,2025-01-03 01:00:00,52.28359838873493,Residential,4338,479.19042410914443
R4,2025-01-03 01:00:00,175.66195238725072,Industrial,1374,373.15755963767805
R1,2025-01-03 02:00:00,365.00944620459046,Commercial,1251,437.47563002681613
R2,2025-01-03 02:00:00,351.8559716991426,Residential,5545,332.4056696551196
R3,2025-01-03 02:00:00,227.69775796543735,Commercial,1686,419.4437466802166
R4,2025-01-03 02:00:00,332.2027404481352,Industrial,7365,409.3945470814121
R1,2025-01-03 03:00:00,173.1460394855385,Commercial,7012,354.4511222794181
R2,2025-01-03 03:00:00,329.47480960196697,Commercial,2659,419.87521393758857
R3,2025-01-03 03:00:00,166.57325306770343,Residential,1027,460.52880602256266
R4,2025-01-03 03:00:00,192.5412945641752,Commercial,5806,305.82808437928895
R1,2025-01-03 04:00:00,175.693968820381,Industrial,4982,323.337933325504
R2,2025-01-03 04:00:00,244.69154955973153,Residential,2429,314.60865904683067
R3,2025-01-03 04:00:00,282.5376450281694,Commercial,1451,478.0994163990797
R4,2025-01-03 04:00:00,203.68930848617745,Commercial,1591,331.27002640226374
R1,2025-01-03 05:00:00,208.06888654177857,Industrial,1473,307.6147319667568
R2,2025-01-03 05:00:00,238.17998138374068,Industrial,5063,367.89902841695755
R3,2025-01-03 05:00:00,59.686227733688895,Commercial,7345,492.9902953638093
R4,2025-01-03 05:00:00,119.6892570643716,Residential,4446,495.40229037631894
R1,2025-01-03 06:00:00,226.3774906682447,Commercial,7903,456.3762050389954
R2,2025-01-03 06:00:00,178.7456507140549,Commercial,6153,306.7294879024167
R3,2025-01-03 06:00:00,343.0655713623371,Commercial,1158,417.3283941790313
R4,2025-01-03 06:00:00,269.0708071335238,Residential,2041,465.3902497518779
R1,2025-01-03 07:00:00,284.2542732767904,Commercial,6594,321.1089835698795
R2,2025-01-03 07:00:00,172.97507103532496,Residential,2861,388.95173930330014
R3,2025-01-03 07:00:00,52.6223977971204,Commercial,7732,389.6320147446417
R4,2025-01-03 07:00:00,294.0539377024966,Commercial,5156,349.56438655923586
R1,2025-01-03 08:00:00,377.45095421548825,Residential,4512,404.54672166874604
R2,2025-01-03 08:00:00,108.98400842197245,Commercial,5849,486.53712774288067
R3,2025-01-03 08:00:00,372.9503011649488,Industrial,5280,306.4801187969142
R4,2025-01-03 08:00:00,104.90706028536364,Industrial,6039,471.1970790720951
R1,2025-01-03 09:00:00,335.60287839657406,Commercial,2092,435.5059042639758
R2,2025-01-03 09:00:00,334.4218986890723,Commercial,1261,409.7009335193786
R3,2025-01-03 09:00:00,211.7841822770146,Residential,4634,368.34060268633914
R4,2025-01-03 09:00:00,160.99620260084092,Residential,6335,330.3068250013914
R1,2025-01-03 10:00:00,59.776089777138594,Residential,4903,302.437775686754
R2,2025-01-03 10:00:00,177.07471650585632,Residential,1702,392.8132435089915
R3,2025-01-03 10:00:00,105.30589719501134,Industrial,2918,431.1591038732191
R4,2025-01-03 10:00:00,228.30090537401986,Industrial,2472,470.54573450543194
R1,2025-01-03 11:00:00,81.14988105013214,Commercial,6802,450.55417069179214
R2,2025-01-03 11:00:00,239.793964318842,Industrial,6715,370.1102302566982
R3,2025-01-03 11:00:00,86.64558448616847,Residential,2382,490.9042201021104
R4,2025-01-03 11:00:00,196.3566741186001,Residential,2636,455.5095779610884
R1,2025-01-03 12:00:00,274.88034840256773,Residential,4349,402.4329256102585
R2,2025-01-03 12:00:00,129.7266432104397,Commercial,7848,332.90376352033945
R3,2025-01-03 12:00:00,332.7713531676212,Commercial,1905,452.62049332559127
R4,2025-01-03 12:00:00,248.65120162541763,Industrial,4682,329.1462910968132
R1,2025-01-03 13:00:00,333.6301763792006,Commercial,3154,372.46111445861794
R2,2025-01-03 13:00:00,169.34855554344887,Industrial,3919,344.4851169205295
R3,2025-01-03 13:00:00,66.95791076718145,Commercial,2498,445.6688783671957
R4,2025-01-03 13:00:00,346.3327541933616,Industrial,1629,360.54732382671887
R1,2025-01-03 14:00:00,274.85096111561546,Industrial,1139,430.73612542956033
R2,2025-01-03 14:00:00,230.65537086268262,Residential,2965,467.5586655241291
R3,2025-01-03 14:00:00,227.4282525954995,Residential,2834,484.4203875819148
R4,2025-01-03 14:00:00,173.989916006874,Industrial,6386,465.0354991255065
R1,2025-01-03 15:00:00,245.93273452919132,Residential,5129,356.3658819772536
R2,2025-01-03 15:00:00,117.36648500151453,Industrial,3470,461.257289770898
R3,2025-01-03 15:00:00,221.72367427939412,Commercial,6805,402.18274506175885
R4,2025-01-03 15:00:00,266.9018765568423,Residential,6530,417.6689454995308
R1,2025-01-03 16:00:00,122.43110638482084,Commercial,2775,350.1723690793119
R2,2025-01-03 16:00:00,162.42351118711247,Industrial,7151,305.0723694210938
R3,2025-01-03 16:00:00,287.16538600116223,Residential,4741,319.370010255302
R4,2025-01-03 16:00:00,256.27457959189974,Residential,1660,409.81458498735583
R1,2025-01-03 17:00:00,127.36080853379949,Residential,5818,335.6311486744448
R2,2025-01-03 17:00:00,61.25773217132163,Residential,4263,308.09947169720175
R3,2025-01-03 17:00:00,120.18843661445946,Commercial,5829,404.4944926315212
R4,2025-01-03 17:00:00,53.507768359319485,Commercial,5858,495.1771716143083
R1,2025-01-03 18:00:00,238.88098941152575,Industrial,6490,325.56486576808555
R2,2025-01-03 18:00:00,379.31373435039404,Industrial,4994,375.448365402994
R3,2025-01-03 18:00:00,201.23876850247728,Residential,7853,385.381028302162
R4,2025-01-03 18:00:00,244.48964289291305,Industrial,7164,439.4430259478823
R1,2025-01-03 19:00:00,246.9328241401123,Industrial,7674,317.4753564072539
R2,2025-01-03 19:00:00,365.8518174304537,Industrial,2016,361.94988536173764
R3,2025-01-03 19:00:00,135.83849935274282,Commercial,7185,429.8965814276486
R4,2025-01-03 19:00:00,317.03976956588787,Commercial,5635,365.2676996185541
R1,2025-01-03 20:00:00,88.16553816450065,Industrial,7725,383.11416231337546
R2,2025-01-03 20:00:00,145.93704133504013,Industrial,6948,345.5149510451216
R3,2025-01-03 20:00:00,233.5675635572033,Residential,3017,395.65553625009505
R4,2025-01-03 20:00:00,274.36563794258257,Residential,3793,446.9241879552644
R1,2025-01-03 21:00:00,71.02526076785878,Commercial,1756,373.3696424872666
R2,2025-01-03 21:00:00,284.7202901420665,Industrial,3309,419.03997352195955
R3,2025-01-03 21:00:00,60.702272104805346,Commercial,3769,447.75969291220486
R4,2025-01-03 21:00:00,163.87368188178806,Industrial,2793,349.5622550871759
R1,2025-01-03 22:00:00,250.78688909911102,Commercial,2722,359.53654105975085
R2,2025-01-03 22:00:00,101.07275802182372,Industrial,3786,410.7083116237966
R3,2025-01-03 22:00:00,211.25361442609997,Residential,7597,386.6141244931837
R4,2025-01-03 22:00:00,299.22196347391366,Residential,2291,499.7631018483184
R1,2025-01-03 23:00:00,268.242027737965,Residential,2009,368.46346927537166
R2,2025-01-03 23:00:00,73.77990832133838,Residential,3354,310.33036934264646
R3,2025-01-03 23:00:00,219.48880511248197,Residential,5791,484.03183174143703
R4,2025-01-03 23:00:00,139.38647885367357,Residential,1354,408.214827405572
R1,2025-01-04 00:00:00,304.04891243621717,Residential,4135,450.3810496319164
R2,2025-01-04 00:00:00,279.04782542330304,Residential,2791,381.79968001223966
R3,2025-01-04 00:00:00,235.76772669589647,Industrial,2037,434.5188864414293
R4,2025-01-04 00:00:00,194.1083231318984,Residential,2872,334.02581427337145
R1,2025-01-04 01:00:00,102.75054803594041,Industrial,1268,365.3818864169363
R2,2025-01-04 01:00:00,182.62407044462776,Industrial,2324,389.06336692927465
R3,2025-01-04 01:00:00,176.03652580361893,Commercial,3048,392.70784849211213
R4,2025-01-04 01:00:00,240.4767386835043,Commercial,4704,434.0306929028637
R1,2025-01-04 02:00:00,225.53746478034626,Residential,7547,351.8060236470498
R2,2025-01-04 02:00:00,128.81943467737977,Industrial,3721,369.9109899524731
R3,2025-01-04 02:00:00,249.80509822834497,Industrial,3244,336.83505245272437
R4,2025-01-04 02:00:00,252.41872409217527,Commercial,6227,478.1410233640193
R1,2025-01-04 03:00:00,318.23889064331587,Commercial,6986,325.91691393341677
R2,2025-01-04 03:00:00,308.7238517511922,Industrial,6050,482.98979989584177
R3,2025-01-04 03:00:00,313.03461154259423,Industrial,7450,376.91223999269255
R4,2025-01-04 03:00:00,231.3154347137687,Residential,2187,441.24420227875044
R1,2025-01-04 04:00:00,115.889806081676,Industrial,4622,440.96486282273975
R2,2025-01-04 04:00:00,247.90628791137718,Residential,1492,459.9708692064281
R3,2025-01-04 04:00:00,287.32391487730507,Residential,6423,391.90847156934905
R4,2025-01-04 04:00:00,123.37263911434523,Commercial,3992,425.28936772364955
R1,2025-01-04 05:00:00,346.8454563437818,Industrial,6959,395.848909411385
R2,2025-01-04 05:00:00,320.21830515385733,Residential,6047,379.6690441363653
R3,2025-01-04 05:00:00,248.40085270225552,Commercial,6739,308.1436639024827
R4,2025-01-04 05:00:00,55.51540441497666,Commercial,3767,358.28161453360883
R1,2025-01-04 06:00:00,352.01095035709693,Residential,2335,305.3920164123943
R2,2025-01-04 06:00:00,119.92612387365898,Residential,2814,341.46971419525346
R3,2025-01-04 06:00:00,372.78795366262176,Commercial,3029,422.03109796769354
R4,2025-01-04 06:00:00,335.6572697800717,Residential,7212,372.582782433675
R1,2025-01-04 07:00:00,383.5498200600419,Residential,5605,415.66472802939506
R2,2025-01-04 07:00:00,265.2779606492665,Industrial,2974,461.643994588278
R3,2025-01-04 07:00:00,317.6810911863311,Commercial,5022,316.95813319135715
R4,2025-01-04 07:00:00,375.17771967569087,Industrial,2831,307.0049654085711
R1,2025-01-04 08:00:00,365.87423676849824,Residential,4943,323.7082025196986
R2,2025-01-04 08:00:00,194.4908878916276,Industrial,7021,329.0955033071783
R3,2025-01-04 08:00:00,226.6133792068012,Industrial,3886,347.1739012988734
R4,2025-01-04 08:00:00,125.9166317927471,Commercial,2467,433.5924073909915
R1,2025-01-04 09:00:00,223.30970424538665,Industrial,1513,377.08481778223484
R2,2025-01-04 09:00:00,167.93023629111798,Industrial,1699,413.28825232878546
R3,2025-01-04 09:00:00,251.2575954373765,Residential,6555,471.0166529459395
R4,2025-01-04 09:00:00,309.6545880123522,Residential,3891,414.15064247056984
R1,2025-01-04 10:00:00,292.35007180772357,Industrial,5750,336.4866905686726
R2,2025-01-04 10:00:00,247.14692922576324,Residential,3532,423.4089214389567
R3,2025-01-04 10:00:00,235.68977416507633,Residential,6642,333.0646123394598
R4,2025-01-04 10:00:00,66.68527692432843,Residential,3816,307.4809282113555
R1,2025-01-04 11:00:00,81.7189183894696,Commercial,4823,356.611448350925
R2,2025-01-04 11:00:00,244.56588188225692,Commercial,3644,347.2009534203194
R3,2025-01-04 11:00:00,359.02803125238165,Industrial,1639,425.9184532218383
R4,2025-01-04 11:00:00,251.83850792858948,Industrial,1300,430.87074736089073
R1,2025-01-04 12:00:00,124.70640400385929,Residential,7499,493.0240254583401
R2,2025-01-04 12:00:00,124.29212872630083,Industrial,3922,478.03763039287566
R3,2025-01-04 12:00:00,138.81814783195705,Residential,6778,302.9949437943475
R4,2025-01-04 12:00:00,231.0074049005175,Commercial,1629,402.61681021092784
R1,2025-01-04 13:00:00,331.3421268059198,Commercial,6022,460.9877594171031
R2,2025-01-04 13:00:00,71.02635611757492,Industrial,7337,386.4257213681355
R3,2025-01-04 13:00:00,376.1559321010993,Industrial,1315,315.13746135482813
R4,2025-01-04 13:00:00,143.5960374220912,Industrial,1082,452.9385602528951
R1,2025-01-04 14:00:00,89.90700313525994,Commercial,7143,467.70361371758634
R2,2025-01-04 14:00:00,119.3714461656036,Commercial,2841,380.8169439653716
R3,2025-01-04 14:00:00,244.61730329736088,Commercial,2416,390.81823131061327
R4,2025-01-04 14:00:00,226.15290259179906,Commercial,5472,388.69188062570794
R1,2025-01-04 15:00:00,356.61664949864814,Residential,3665,354.9867756771959
R2,2025-01-04 15:00:00,228.16316191660204,Industrial,6988,329.303306372629
R3,2025-01-04 15:00:00,131.82576763295054,Residential,3662,354.64237681279246
R4,2025-01-04 15:00:00,192.00058106949766,Residential,1509,440.88821771102477
